,TEMP,DEWP,PRCP,STP,WDSP
2013-06-07,62.6,58.7,0.96,966.1,6.8
2013-06-08,61.7,52.4,0.01,970.7,4.3
2013-06-09,67.9,55.6,0.0,976.3,3.1
2013-06-10,72.0,63.9,0.01,970.1,5.7
2013-06-11,67.9,61.3,0.12,967.3,6.7
2013-06-12,73.4,62.8,0.01,969.0,4.2
2013-06-13,69.4,62.9,1.0,962.0,9.4
2013-06-14,62.5,53.8,0.01,969.3,7.8
2013-06-15,65.8,49.9,0.0,974.9,4.0
2013-06-16,69.0,58.9,0.14,971.4,6.2
2013-06-17,73.3,61.0,0.38,971.1,5.2
2013-06-18,70.6,59.4,0.06,969.6,2.5
2013-06-19,66.6,49.5,0.05,973.9,7.3
2013-06-20,67.4,48.6,0.0,978.8,1.6
2013-06-21,71.3,53.0,0.0,980.4,1.2
2013-06-22,74.6,60.6,0.0,978.4,3.1
2013-06-23,78.3,64.6,0.0,977.0,3.6
2013-06-24,78.5,63.4,0.0,976.4,3.7
2013-06-25,78.6,64.5,0.0,973.3,7.8
2013-06-26,71.5,64.9,1.7,970.1,5.8
2013-06-27,72.0,67.0,0.31,964.9,3.7
2013-06-28,70.1,63.6,0.21,959.8,5.7
2013-06-29,68.8,60.1,0.22,959.3,5.3
2013-06-30,69.8,61.9,0.0,964.4,2.4
2013-07-01,70.3,63.7,0.21,968.7,3.8
2013-07-02,72.7,64.9,0.23,972.7,3.5
2013-07-03,76.7,65.8,0.01,976.7,3.8
2013-07-04,76.2,65.6,0.04,978.7,3.5
2013-07-05,75.3,66.5,0.02,978.0,5.2
2013-07-06,77.9,66.7,0.0,977.7,3.9
2013-07-07,74.7,66.4,0.0,975.8,5.1
2013-07-08,73.2,64.0,0.0,975.9,5.8
2013-07-09,74.0,67.7,0.88,975.0,6.5
2013-07-10,74.0,69.1,2.06,971.3,6.5
2013-07-11,69.4,60.7,0.71,971.4,5.7
2013-07-12,68.0,57.4,0.0,974.2,5.8
2013-07-13,71.6,61.1,0.0,977.6,3.8
2013-07-14,78.3,65.2,0.0,981.2,5.6
2013-07-15,79.7,66.8,0.0,983.0,2.1
2013-07-16,79.7,70.0,0.0,982.7,2.9
2013-07-17,78.6,71.5,0.05,981.9,2.4
2013-07-18,81.3,72.1,0.0,978.1,2.6
2013-07-19,82.1,70.3,0.0,973.3,6.8
2013-07-20,74.5,67.0,0.12,969.5,6.4
2013-07-21,74.6,66.3,0.1,971.1,2.7
2013-07-22,71.7,67.2,0.0,969.7,1.8
2013-07-23,72.2,65.1,1.12,965.4,5.4
2013-07-24,66.2,55.7,0.74,968.0,7.4
2013-07-25,64.4,49.4,0.0,973.8,5.8
2013-07-26,67.4,52.3,0.0,975.3,2.1
2013-07-27,68.1,59.5,0.0,971.2,2.5
2013-07-28,67.6,58.7,0.16,969.9,5.3
2013-07-29,64.5,51.4,0.01,975.4,5.5
2013-07-30,65.6,53.0,0.0,979.6,1.7
2013-07-31,67.6,58.5,0.0,976.9,2.0
2013-08-01,71.0,61.5,0.15,970.3,6.5
2013-08-02,68.1,55.5,0.13,971.3,5.1
2013-08-03,70.3,60.8,0.2,971.7,6.5
2013-08-04,65.7,53.3,0.02,974.2,6.1
2013-08-05,64.1,50.8,0.01,976.1,3.2
2013-08-06,68.1,52.9,0.0,973.6,1.7
2013-08-07,71.3,61.1,0.0,972.1,3.4
2013-08-08,73.5,67.0,0.13,971.8,4.2
2013-08-09,74.1,68.1,0.03,970.6,4.4
2013-08-10,70.8,59.7,0.01,974.8,3.1
2013-08-11,72.3,57.6,0.0,976.1,4.0
2013-08-12,73.0,62.1,0.0,974.1,2.7
2013-08-13,73.7,62.4,0.0,968.3,8.0
2013-08-14,59.9,48.1,0.0,974.0,7.4
2013-08-15,60.6,46.7,0.0,978.0,1.7
2013-08-16,65.9,50.0,0.0,977.6,2.1
2013-08-17,67.8,51.6,0.0,979.8,4.1
2013-08-18,67.5,57.1,0.0,979.5,2.5
2013-08-19,69.1,63.5,0.3,977.1,1.7
2013-08-20,69.8,57.5,0.13,977.7,2.4
2013-08-21,72.0,59.7,0.0,978.3,1.5
2013-08-22,74.0,63.9,0.0,975.2,5.6
2013-08-23,72.6,62.4,0.08,974.4,4.2
2013-08-24,69.9,53.0,0.01,980.2,3.7
2013-08-25,70.0,56.4,0.0,983.2,3.0
2013-08-26,73.3,58.2,0.0,979.4,5.7
2013-08-27,75.0,66.7,0.02,973.4,5.6
2013-08-28,75.0,70.3,0.73,969.6,5.4
2013-08-29,75.4,66.5,0.69,972.5,5.4
2013-08-30,75.3,64.7,0.0,972.5,2.7
2013-08-31,77.3,66.6,0.0,967.8,4.8
2013-09-01,74.3,68.8,0.0,967.4,4.1
2013-09-02,75.0,66.4,0.01,966.4,4.6
2013-09-03,66.5,56.8,0.0,969.7,7.4
2013-09-04,63.5,52.8,0.0,975.3,3.4
2013-09-05,67.2,53.4,0.0,976.4,7.0
2013-09-06,60.5,42.6,0.0,979.9,3.1
2013-09-07,63.6,45.3,0.0,975.6,2.4
2013-09-08,72.1,58.7,0.0,971.8,5.9
2013-09-09,68.0,59.0,0.0,974.9,4.0
2013-09-10,77.3,68.5,0.47,975.6,6.0
2013-09-11,78.7,69.6,0.0,976.9,4.1
2013-09-12,72.5,66.8,0.01,971.1,5.5
2013-09-13,60.9,54.0,0.54,969.1,8.7
2013-09-14,56.0,42.8,0.11,975.7,5.8
2013-09-15,56.4,44.9,0.0,977.4,2.4
2013-09-16,61.7,52.1,0.19,977.6,4.4
2013-09-17,56.2,45.4,0.0,983.4,4.5
2013-09-18,59.1,44.5,0.0,979.8,4.0
2013-09-19,66.2,56.7,0.0,976.6,2.5
2013-09-20,68.2,62.1,0.0,972.7,4.1
2013-09-21,65.9,62.2,0.0,965.1,6.0
2013-09-22,57.0,49.2,0.98,968.4,6.1
2013-09-23,53.8,43.2,0.0,975.4,5.9
2013-09-24,52.3,39.9,0.0,975.6,2.0
2013-09-25,57.2,44.7,0.0,971.1,2.0
2013-09-26,62.0,46.9,0.0,972.4,2.0
2013-09-27,62.0,48.5,0.0,977.2,4.0
2013-09-28,62.2,50.8,0.0,979.5,4.3
2013-09-29,60.9,49.9,0.0,976.3,4.6
2013-09-30,62.8,56.1,0.0,973.7,2.1
2013-10-01,65.7,56.5,0.0,974.2,3.7
2013-10-02,68.0,57.9,0.0,974.8,4.2
2013-10-03,68.0,60.4,0.0,975.3,3.4
2013-10-04,69.5,64.1,0.35,975.1,2.9
2013-10-05,71.4,66.0,0.27,975.0,1.3
2013-10-06,73.2,64.2,0.1,970.5,4.2
2013-10-07,62.3,50.4,0.2,967.2,8.1
2013-10-08,55.0,43.6,0.13,979.4,2.9
2013-10-09,55.6,42.6,0.0,981.9,3.5
2013-10-10,58.6,41.7,0.0,979.0,3.2
2013-10-11,59.6,49.6,0.01,975.6,4.4
2013-10-12,63.9,54.5,0.02,975.9,2.8
2013-10-13,65.4,57.0,0.03,979.5,4.9
2013-10-14,61.8,56.4,0.01,981.4,4.5
2013-10-15,59.9,54.5,0.03,977.7,2.3
2013-10-16,61.4,56.7,0.17,971.0,4.3
2013-10-17,57.3,52.0,0.12,968.2,5.7
2013-10-18,52.9,42.9,0.44,970.8,7.0
2013-10-19,49.5,41.0,0.0,968.5,3.5
2013-10-20,47.2,36.7,0.04,971.4,7.9
2013-10-21,51.9,34.6,0.0,972.7,5.6
2013-10-22,50.4,34.8,0.19,969.1,7.3
2013-10-23,42.0,33.6,0.06,966.4,4.7
2013-10-24,39.6,31.3,0.0,971.6,7.5
2013-10-25,38.0,29.8,0.01,979.6,5.3
2013-10-26,39.9,25.8,0.02,975.9,9.0
2013-10-27,43.0,30.5,0.0,973.0,6.4
2013-10-28,41.9,30.1,0.0,977.9,0.9
2013-10-29,47.1,36.0,0.0,982.8,2.0
2013-10-30,51.7,41.6,0.0,979.0,1.0
2013-10-31,60.3,54.3,0.01,971.0,7.1
2013-11-01,59.2,48.8,0.34,958.0,11.3
2013-11-02,51.0,41.3,0.19,963.6,6.2
2013-11-03,43.2,34.8,0.04,977.1,7.6
2013-11-04,36.6,22.4,0.0,987.4,5.1
2013-11-05,45.9,27.4,0.0,986.6,4.1
2013-11-06,54.2,37.9,0.0,979.2,6.8
2013-11-07,51.4,43.1,0.78,972.3,10.8
2013-11-08,39.4,26.5,0.01,978.0,8.5
2013-11-09,39.2,23.5,0.0,977.8,5.0
2013-11-10,48.2,28.8,0.0,973.8,11.7
2013-11-11,40.2,27.5,0.0,978.7,6.6
2013-11-12,34.1,26.1,0.06,980.0,11.1
2013-11-13,29.5,20.7,0.02,987.1,8.1
2013-11-14,35.3,18.7,0.01,982.0,7.1
2013-11-15,43.7,18.9,0.0,977.7,5.2
2013-11-16,50.4,38.0,0.0,977.8,3.9
2013-11-17,56.2,50.7,0.07,970.1,6.7
2013-11-18,52.5,38.7,0.6,963.6,12.5
2013-11-19,37.9,24.2,0.0,977.7,11.8
2013-11-20,34.8,18.7,0.0,985.0,5.1
2013-11-21,41.6,22.2,0.0,984.0,4.9
2013-11-22,51.4,44.6,0.04,978.1,5.2
2013-11-23,35.2,27.6,0.12,979.3,11.9
2013-11-24,20.8,11.1,0.02,984.9,13.8
2013-11-25,21.7,7.3,0.0,985.0,5.1
2013-11-26,33.2,26.5,0.05,975.8,4.2
2013-11-27,30.9,27.2,0.81,964.9,12.9
2013-11-28,23.0,14.9,0.01,979.3,6.4
2013-11-29,28.6,20.2,0.0,988.2,1.8
2013-11-30,29.3,19.5,0.0,988.0,5.1
2013-12-01,36.7,25.3,0.0,976.2,3.4
2013-12-02,40.5,30.5,0.0,969.3,1.3
2013-12-03,41.9,35.7,0.01,968.1,1.6
2013-12-04,46.4,39.3,0.0,969.6,2.7
2013-12-05,57.4,50.7,0.0,968.2,5.9
2013-12-06,37.3,33.9,0.68,975.3,8.7
2013-12-07,28.4,22.1,0.23,984.1,8.6
2013-12-08,22.3,15.6,0.0,986.4,4.7
2013-12-09,33.6,30.3,0.07,973.3,7.4
2013-12-10,27.4,17.8,0.04,974.3,8.4
2013-12-11,23.8,11.1,0.03,980.2,7.4
2013-12-12,18.7,7.3,0.01,983.2,9.8
2013-12-13,24.6,7.4,0.0,979.0,7.1
2013-12-14,30.7,23.8,0.0,975.2,3.3
2013-12-15,31.7,28.1,0.48,964.1,9.9
2013-12-16,21.5,11.7,0.02,973.9,7.0
2013-12-17,29.3,23.9,0.06,971.4,5.5
2013-12-18,27.8,20.7,0.0,974.7,6.7
2013-12-19,37.3,21.8,0.0,974.2,6.2
2013-12-20,48.3,33.0,0.0,971.2,6.3
2013-12-21,57.4,52.3,0.08,967.6,8.6
2013-12-22,61.2,55.3,0.59,963.9,11.2
2013-12-23,44.0,37.7,0.17,974.2,8.3
2013-12-24,26.3,16.1,0.01,981.5,9.9
2013-12-25,16.8,8.5,0.04,985.7,3.8
2013-12-26,30.0,22.1,0.13,978.1,6.8
2013-12-27,32.2,19.0,0.05,982.0,5.2
2013-12-28,41.6,23.8,0.0,978.7,7.5
2013-12-29,41.6,31.4,0.02,968.9,4.1
2013-12-30,30.6,26.0,0.46,972.2,9.5
2013-12-31,23.1,16.0,0.05,976.8,7.1
2014-01-01,26.9,19.1,0.04,980.3,2.7
2014-01-02,27.1,22.5,0.0,969.3,5.2
2014-01-03,12.0,4.2,0.1,976.8,10.3
2014-01-04,18.0,3.4,0.0,979.7,6.2
2014-01-05,31.3,17.0,0.0,972.1,1.8
2014-01-06,27.6,21.1,0.32,961.4,11.7
2014-01-07,-4.1,-14.0,0.27,978.6,11.9
2014-01-08,9.7,0.3,0.0,984.5,5.3
2014-01-09,24.3,18.7,0.05,987.4,2.6
2014-01-10,36.3,32.1,0.02,981.0,3.4
2014-01-11,48.4,44.7,0.03,961.2,7.6
2014-01-12,36.3,29.2,0.5,965.9,9.4
2014-01-13,38.9,29.8,0.0,969.1,5.4
2014-01-14,44.2,39.7,0.37,963.9,6.7
2014-01-15,33.9,24.0,0.07,968.0,7.7
2014-01-16,24.8,14.5,0.0,969.9,4.4
2014-01-17,33.0,24.1,0.01,965.7,5.8
2014-01-18,18.9,10.7,0.07,969.7,8.0
2014-01-19,22.2,16.1,0.05,964.9,6.1
2014-01-20,34.1,23.2,0.03,962.1,10.0
2014-01-21,19.9,12.7,0.01,968.5,10.2
2014-01-22,4.3,-4.5,0.01,972.7,6.2
2014-01-23,10.4,2.8,0.0,974.9,7.6
2014-01-24,6.4,-1.4,0.01,983.4,9.0
2014-01-25,20.5,9.3,0.01,959.1,12.4
2014-01-26,13.7,6.1,0.04,961.9,8.6
2014-01-27,25.1,13.0,0.05,964.0,13.3
2014-01-28,1.0,-9.4,0.01,981.4,5.6
2014-01-29,5.1,-8.5,0.0,979.2,6.3
2014-01-30,14.0,-2.6,0.0,979.5,4.7
2014-01-31,34.0,11.2,0.0,973.5,7.1
2014-02-01,38.0,26.7,0.0,974.5,2.9
2014-02-02,41.6,31.8,0.09,970.9,5.6
2014-02-03,26.9,20.7,0.17,977.5,7.3
2014-02-04,22.6,15.6,0.02,982.3,2.8
2014-02-05,29.2,25.5,0.8,967.5,9.7
2014-02-06,19.2,12.8,0.08,980.7,7.9
2014-02-07,17.2,5.5,0.0,982.1,8.1
2014-02-08,13.0,0.2,0.0,981.2,1.3
2014-02-09,22.0,17.1,0.0,974.1,4.1
2014-02-10,16.5,8.3,0.09,977.6,6.7
2014-02-11,12.8,3.5,0.0,983.1,3.3
2014-02-12,14.1,3.7,0.0,982.4,4.1
2014-02-13,24.4,15.1,0.0,968.5,6.0
2014-02-14,29.2,19.0,0.04,958.4,7.8
2014-02-15,26.0,18.1,0.06,965.0,9.9
2014-02-16,17.8,10.2,0.09,972.2,3.7
2014-02-17,17.8,8.9,0.03,980.2,7.0
2014-02-18,34.8,26.2,0.41,969.2,11.7
2014-02-19,41.7,30.4,0.09,966.2,8.3
2014-02-20,35.2,29.6,0.01,972.4,3.5
2014-02-21,48.4,37.4,0.25,962.4,10.1
2014-02-22,43.3,17.5,0.27,970.5,10.5
2014-02-23,37.6,27.1,0.0,972.4,3.1
2014-02-24,28.1,12.5,0.0,973.8,11.4
2014-02-25,23.9,10.5,0.0,974.7,7.7
2014-02-26,20.3,9.1,0.0,970.7,9.9
2014-02-27,17.1,4.1,0.03,963.8,13.1
2014-02-28,10.6,-3.7,0.0,978.6,4.2
2014-03-01,29.7,8.2,0.0,976.3,3.6
2014-03-02,29.0,21.9,0.0,975.8,7.1
2014-03-03,13.8,-0.4,0.09,979.5,9.7
2014-03-04,15.2,-2.1,0.0,981.4,3.1
2014-03-05,25.5,8.5,0.0,979.4,5.0
2014-03-06,24.5,9.6,0.0,983.5,9.3
2014-03-07,35.3,20.9,0.0,975.5,5.1
2014-03-08,40.8,31.1,0.0,970.5,5.0
2014-03-09,30.1,21.2,0.04,975.5,8.1
2014-03-10,43.1,25.3,0.0,966.9,8.8
2014-03-11,55.1,36.7,0.0,961.6,6.9
2014-03-12,44.2,34.3,0.02,953.3,10.1
2014-03-13,17.8,6.0,0.63,969.6,16.6
2014-03-14,38.7,15.9,0.0,971.5,9.9
2014-03-15,46.9,29.5,0.03,967.9,13.0
2014-03-16,29.0,14.5,0.0,977.6,9.7
2014-03-17,28.8,11.0,0.0,971.1,9.3
2014-03-18,37.1,24.4,0.0,971.8,7.3
2014-03-19,44.2,34.4,0.0,969.4,7.6
2014-03-20,40.8,31.8,0.25,968.7,12.3
2014-03-21,34.5,27.8,0.0,973.2,3.0
2014-03-22,45.9,31.3,0.06,968.7,10.3
2014-03-23,32.4,19.6,0.0,976.8,10.5
2014-03-24,22.2,7.6,0.0,980.2,6.2
2014-03-25,28.6,11.3,0.0,971.7,4.4
2014-03-26,23.2,11.0,0.01,976.6,13.0
2014-03-27,31.8,9.5,0.0,978.7,5.3
2014-03-28,55.2,31.7,0.0,968.4,12.4
2014-03-29,44.9,38.2,0.0,971.8,7.5
2014-03-30,37.3,30.7,0.65,968.6,17.7
2014-03-31,41.4,19.2,0.04,976.8,5.3
2014-04-01,53.0,25.6,0.0,972.3,5.6
2014-04-02,54.5,34.4,0.28,974.6,6.5
2014-04-03,51.6,36.6,0.02,973.3,6.0
2014-04-04,55.6,53.2,0.47,962.2,6.8
2014-04-05,41.6,29.8,0.68,970.3,13.5
2014-04-06,39.8,23.2,0.0,977.7,3.1
2014-04-07,48.9,31.8,0.0,967.5,7.9
2014-04-08,51.0,40.5,0.48,956.7,12.3
2014-04-09,48.2,27.9,0.01,966.9,8.6
2014-04-10,51.9,26.0,0.0,972.6,9.0
2014-04-11,59.2,45.0,0.06,971.4,8.4
2014-04-12,52.3,37.7,0.06,976.3,3.9
2014-04-13,69.5,44.0,0.0,970.8,8.7
2014-04-14,70.0,49.9,0.0,965.1,9.5
2014-04-15,46.2,40.5,0.13,964.1,11.6
2014-04-16,31.7,16.2,0.06,982.6,6.5
2014-04-17,46.1,19.6,0.0,985.6,8.1
2014-04-18,53.5,27.9,0.0,982.2,6.5
2014-04-19,55.2,32.4,0.0,981.6,6.1
2014-04-20,56.4,25.1,0.0,981.8,4.9
2014-04-21,62.8,29.0,0.0,974.5,5.0
2014-04-22,63.2,44.3,0.0,963.7,7.4
2014-04-23,43.8,33.4,0.36,969.5,14.3
2014-04-24,44.0,18.5,0.0,975.4,4.2
2014-04-25,54.7,33.8,0.0,965.8,5.8
2014-04-26,54.0,40.9,0.37,967.2,12.0
2014-04-27,47.2,32.2,0.0,974.2,5.9
2014-04-28,52.8,36.3,0.0,971.3,8.0
2014-04-29,53.1,48.5,0.48,967.2,13.4
2014-04-30,52.7,48.1,0.31,968.9,9.5
2014-05-01,55.9,48.2,0.6,966.6,7.6
2014-05-02,52.3,36.2,0.05,967.0,7.9
2014-05-03,53.2,40.8,0.0,966.5,7.3
2014-05-04,55.9,38.7,0.03,967.3,9.2
2014-05-05,48.3,32.0,0.0,973.1,5.1
2014-05-06,55.0,35.6,0.0,971.3,4.7
2014-05-07,58.2,42.8,0.01,974.1,6.5
2014-05-08,67.3,52.1,0.14,973.8,6.3
2014-05-09,75.1,54.3,0.0,972.4,6.8
2014-05-10,66.2,58.7,0.0,970.4,8.3
2014-05-11,62.8,54.5,0.32,974.9,4.8
2014-05-12,67.2,60.0,0.04,975.7,4.2
2014-05-13,73.0,62.6,0.52,975.2,5.5
2014-05-14,73.5,62.2,0.35,975.0,6.4
2014-05-15,67.0,60.7,0.04,969.8,8.6
2014-05-16,51.0,43.4,1.18,970.9,6.2
2014-05-17,49.2,42.0,0.14,973.9,6.9
2014-05-18,50.3,37.6,0.04,980.4,3.3
2014-05-19,55.1,35.2,0.0,981.3,1.5
2014-05-20,60.5,42.9,0.0,977.3,3.5
2014-05-21,67.3,58.5,0.0,970.8,4.7
2014-05-22,69.0,59.0,0.0,969.2,8.1
2014-05-23,58.7,45.9,0.0,973.4,8.2
2014-05-24,60.1,46.6,0.0,977.3,4.7
2014-05-25,64.6,45.3,0.0,978.0,2.5
2014-05-26,69.5,50.3,0.0,976.3,3.5
2014-05-27,73.4,61.0,0.0,971.9,5.8
2014-05-28,70.1,64.3,1.4,971.3,6.3
2014-05-29,68.3,61.7,0.06,974.0,3.1
2014-05-30,66.7,52.6,0.0,976.6,5.8
2014-05-31,68.4,50.7,0.0,978.9,3.9
2014-06-01,69.4,51.0,0.0,979.3,4.3
2014-06-02,72.5,59.7,0.0,976.7,7.2
2014-06-03,74.4,64.7,0.02,971.5,7.5
2014-06-04,68.4,57.4,0.04,969.1,3.9
2014-06-05,62.2,53.1,0.36,966.5,9.5
2014-06-06,61.7,46.5,0.01,972.0,4.2
2014-06-07,67.3,49.9,0.0,973.6,1.9
2014-06-08,69.6,58.4,0.0,968.1,4.8
2014-06-09,64.0,58.3,0.06,970.2,5.1
2014-06-10,66.8,60.3,0.0,970.9,1.7
2014-06-11,70.9,62.5,0.0,969.4,5.0
2014-06-12,70.2,65.3,0.72,967.7,7.3
2014-06-13,69.6,63.3,0.12,966.9,5.4
2014-06-14,62.0,49.1,0.46,974.0,7.4
2014-06-15,66.0,49.2,0.0,977.2,2.7
2014-06-16,73.1,59.9,0.0,976.3,3.0
2014-06-17,76.4,66.1,0.02,975.2,5.4
2014-06-18,79.3,66.9,0.03,973.6,6.2
2014-06-19,71.4,66.8,0.38,974.4,5.8
2014-06-20,69.1,62.8,0.13,974.6,2.1
2014-06-21,68.8,62.8,0.54,969.3,4.4
2014-06-22,69.6,59.1,0.12,970.8,2.0
2014-06-23,73.9,63.8,0.0,972.3,3.8
2014-06-24,77.4,67.3,0.02,972.5,6.9
2014-06-25,72.9,68.2,0.84,970.2,5.6
2014-06-26,70.7,62.7,0.19,972.9,5.6
2014-06-27,74.3,61.6,0.0,975.7,2.3
2014-06-28,77.2,63.8,0.0,977.9,3.6
2014-06-29,75.7,67.6,0.0,977.5,6.3
2014-06-30,76.1,68.2,0.0,973.6,4.9
2014-07-01,78.9,69.1,0.0,968.5,7.1
2014-07-02,79.5,66.2,0.0,968.9,6.6
2014-07-03,74.3,63.2,0.0,971.5,6.5
2014-07-04,66.4,52.6,0.2,977.9,10.8
2014-07-05,65.0,46.5,0.0,981.8,4.0
2014-07-06,68.1,53.6,0.0,976.1,2.8
2014-07-07,75.2,62.8,0.0,968.5,8.7
2014-07-08,75.0,66.0,0.11,965.7,9.3
2014-07-09,73.6,60.8,0.73,968.4,7.0
2014-07-10,72.0,59.2,0.13,974.9,4.3
2014-07-11,73.3,58.2,0.02,978.4,2.5
2014-07-12,75.5,60.2,0.0,978.5,2.5
2014-07-13,76.7,66.3,0.0,972.2,6.0
2014-07-14,74.0,68.8,0.22,969.8,4.9
2014-07-15,72.3,63.1,0.85,966.2,6.7
2014-07-16,64.3,51.8,0.0,969.8,5.8
2014-07-17,63.8,51.9,0.0,974.5,4.0
2014-07-18,67.2,54.2,0.0,979.3,3.5
2014-07-19,66.2,61.8,0.88,978.0,5.2
2014-07-20,69.3,63.1,0.23,975.7,3.3
2014-07-21,75.3,65.7,0.0,976.3,2.3
2014-07-22,78.4,67.5,0.0,976.7,2.6
2014-07-23,78.0,68.6,0.0,972.5,7.1
2014-07-24,68.3,56.7,0.0,972.8,9.4
2014-07-25,65.7,48.9,0.0,974.7,4.1
2014-07-26,72.0,59.0,0.01,972.2,5.4
2014-07-27,72.1,67.0,1.06,966.9,7.0
2014-07-28,65.5,61.7,0.45,963.6,9.9
2014-07-29,59.2,51.1,0.16,971.9,5.6
2014-07-30,62.5,53.7,0.0,973.7,4.2
2014-07-31,65.8,57.7,0.14,974.9,5.2
2014-08-01,70.4,59.5,0.0,976.9,2.3
2014-08-02,71.7,61.1,0.0,976.3,4.5
2014-08-03,67.1,63.4,0.06,975.9,4.8
2014-08-04,69.4,60.5,0.08,976.6,2.1
2014-08-05,70.3,61.8,0.0,975.1,2.9
2014-08-06,69.9,62.2,0.03,972.8,4.7
2014-08-07,67.7,55.3,0.0,974.8,5.4
2014-08-08,67.7,53.8,0.0,976.5,3.6
2014-08-09,69.8,57.6,0.0,975.7,3.3
2014-08-10,73.6,61.9,0.0,975.4,6.0
2014-08-11,71.1,63.4,0.0,973.0,7.2
2014-08-12,69.1,64.7,1.7,966.6,6.4
2014-08-13,66.3,59.8,0.1,968.5,8.3
2014-08-14,63.4,50.4,0.09,971.3,7.6
2014-08-15,59.9,46.8,0.0,973.2,5.8
2014-08-16,61.8,48.8,0.0,973.0,3.4
2014-08-17,70.2,62.1,0.0,971.6,5.0
2014-08-18,72.1,62.4,0.02,969.9,3.8
2014-08-19,73.9,61.3,0.01,967.8,3.3
2014-08-20,72.0,65.3,0.91,970.1,5.2
2014-08-21,70.6,66.2,0.89,973.3,3.8
2014-08-22,73.1,67.5,0.0,972.8,2.5
2014-08-23,74.0,67.1,0.09,972.6,4.5
2014-08-24,71.3,63.3,0.0,975.2,6.5
2014-08-25,69.9,59.1,0.0,977.4,5.1
2014-08-26,70.7,59.7,0.0,977.6,2.3
2014-08-27,75.0,66.2,0.0,975.1,3.5
2014-08-28,67.7,56.2,0.01,975.5,8.4
2014-08-29,64.8,50.8,0.0,977.4,3.2
2014-08-30,72.7,61.0,0.0,975.9,4.2
2014-08-31,73.9,68.5,0.56,974.4,5.1
2014-09-01,73.7,69.2,0.53,973.0,5.2
2014-09-02,75.5,68.8,0.19,970.9,7.4
2014-09-03,71.1,62.8,0.0,974.0,1.9
2014-09-04,72.6,62.8,0.0,976.5,2.1
2014-09-05,74.4,65.9,0.0,976.6,4.0
2014-09-06,73.5,66.3,0.01,973.2,7.4
2014-09-07,63.0,52.8,0.01,977.9,4.4
2014-09-08,65.0,53.7,0.0,978.4,5.6
2014-09-09,69.6,57.9,0.0,976.8,7.3
2014-09-10,72.3,62.9,0.0,972.8,7.0
2014-09-11,70.6,63.5,0.02,969.1,11.2
2014-09-12,57.7,51.3,0.07,978.3,6.2
2014-09-13,57.3,50.6,0.0,977.3,6.3
2014-09-14,52.4,43.3,0.01,982.2,2.9
2014-09-15,55.1,45.2,0.0,979.2,2.4
2014-09-16,59.8,51.6,0.13,975.1,4.9
2014-09-17,58.8,48.7,0.0,974.1,2.8
2014-09-18,59.9,47.9,0.0,973.8,4.0
2014-09-19,60.2,49.9,0.0,978.5,5.9
2014-09-20,66.4,56.6,0.0,976.0,7.3
2014-09-21,70.5,59.8,0.0,966.6,9.6
2014-09-22,56.0,45.3,0.02,973.4,11.5
2014-09-23,52.1,41.1,0.0,983.0,2.4
2014-09-24,60.2,46.4,0.0,985.5,4.7
2014-09-25,62.9,51.0,0.0,983.9,4.1
2014-09-26,64.8,53.3,0.0,981.4,2.9
2014-09-27,63.3,51.3,0.0,980.9,2.5
2014-09-28,63.4,53.1,0.0,978.2,2.1
2014-09-29,64.9,55.4,0.0,973.2,2.1
2014-09-30,62.1,55.2,0.0,969.5,2.7
2014-10-01,59.2,55.9,0.49,972.3,3.6
2014-10-02,60.1,53.4,0.0,974.6,2.0
2014-10-03,65.1,57.4,0.0,967.5,7.5
2014-10-04,50.9,44.7,0.49,962.9,8.8
2014-10-05,44.7,32.6,0.03,966.9,7.3
2014-10-06,53.2,42.3,0.0,966.9,7.1
2014-10-07,55.9,50.8,0.25,967.8,8.1
2014-10-08,56.4,47.8,0.11,968.7,9.2
2014-10-09,52.3,39.4,0.0,974.3,6.1
2014-10-10,50.1,45.7,0.0,975.4,2.1
2014-10-11,52.4,39.4,0.0,975.6,8.1
2014-10-12,49.6,39.6,0.0,978.3,5.7
2014-10-13,60.8,54.5,0.0,975.9,5.8
2014-10-14,68.5,58.4,0.01,969.8,9.1
2014-10-15,61.0,55.9,0.63,966.2,6.2
2014-10-16,55.5,52.0,0.35,964.2,3.5
2014-10-17,58.0,50.5,0.01,963.3,8.4
2014-10-18,54.4,44.5,0.05,964.0,11.2
2014-10-19,46.1,35.1,0.0,974.8,10.2
2014-10-20,47.5,37.3,0.0,972.3,5.1
2014-10-21,51.0,46.7,0.05,968.6,7.4
2014-10-22,48.0,43.6,0.07,975.7,10.3
2014-10-23,50.4,41.6,0.03,976.7,9.6
2014-10-24,47.8,39.1,0.0,974.7,4.3
2014-10-25,53.6,42.7,0.0,970.0,5.8
2014-10-26,54.4,34.4,0.0,967.5,11.2
2014-10-27,49.9,31.9,0.0,971.8,2.9
2014-10-28,68.7,51.9,0.0,969.4,9.9
2014-10-29,54.7,43.7,0.06,971.5,8.5
2014-10-30,43.6,35.5,0.0,974.5,4.2
2014-10-31,44.2,37.6,0.0,971.1,1.7
2014-11-01,41.1,37.5,0.18,971.2,9.9
2014-11-02,37.9,24.0,0.04,979.9,12.3
2014-11-03,40.1,22.1,0.0,981.8,5.6
2014-11-04,53.9,23.2,0.0,977.3,7.4
2014-11-05,53.9,39.9,0.05,976.6,7.2
